run_name,metric,all_values_mean,all_values_std,all_values_min,all_values_max,all_values_count,final_values_mean,final_values_std,final_values_min,final_values_max,final_values_count,num_versions,dataset,model,num_samples,max_steps,batch_size
on_regression_on_glg_nsm30000_nst3001_bs15,train/loss_step,0.007016373410791857,0.022112125180751598,3.4027012588921934e-05,0.18130595982074738,250,0.0005332683678716422,0.0001430852152375442,0.00040593231096863747,0.0007641265401616693,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,epoch,0.3592233009708738,0.5000849914542511,0.0,2.0,515,2.0,0.0,2.0,2.0,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,val/loss,0.008135480083641596,0.02308956887819751,0.000150655148900114,0.23600414395332336,250,0.0010289809666574,0.0007165324267488226,0.000298760540317744,0.002021810971200466,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,train/loss_epoch,0.008755408675642683,0.007201243181004941,0.0004577944637276232,0.020720114931464195,10,0.0023848252021707594,0.0012241515490780703,0.0004577944637276232,0.0038364564534276724,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,train/loss,0.008755405936972238,0.007201240231679051,0.0004577945510391146,0.020720090717077255,10,0.0023848249402362853,0.0012241511560685038,0.0004577945510391146,0.0038364555221050978,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,train/epoch,0.5,0.5270462766947299,0.0,1.0,10,1.0,0.0,1.0,1.0,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm30000_nst3001_bs15,test/loss,0.00022010315442457795,5.9940269182719455e-05,0.00015460221038665622,0.0002853421901818365,5,0.00022010315442457795,5.9940269182719455e-05,0.00015460221038665622,0.0002853421901818365,5,5,on_regression,on_glg,30000,3001,15
on_regression_on_glg_nsm3000_nst301_bs15,train/loss_step,0.0959693670719862,0.3090085042712428,0.00036425646976567805,4.129303932189941,250,0.0037815378163941205,0.002468564559678369,0.0006995779112912714,0.006894271355122328,5,5,on_regression,on_glg,3000,301,15
on_regression_on_glg_nsm3000_nst301_bs15,epoch,0.3592233009708738,0.5000849914542511,0.0,2.0,515,2.0,0.0,2.0,2.0,5,5,on_regression,on_glg,3000,301,15
on_regression_on_glg_nsm3000_nst301_bs15,val/loss,0.11917976618930698,0.2171625143809265,0.00534513033926487,1.1390807628631592,250,0.010825868509709836,0.006056868445307739,0.00534513033926487,0.021188929677009583,5,5,on_regression,on_glg,3000,301,15
